Year,NS Small Business,Type of Business,Received Small Business Impact Grant,Received Small Business Reopening and Support Grant
2020,Hupman Brothers Productions,"Live, performing arts for audience",yes,yes
2020,Hush Aesthetics,Personal care service,yes,yes
2020,Hydrostone Osteopathy,Unregulated health professional,yes,yes
2020,Hygiene By Careen,Self-regulated health professional,yes,yes
2020,I C Video Productions,"Live, performing arts for audience",yes,no
2020,I Love Pho Restaurant,Restaurant with onsite dining,yes,yes
2020,I Promise Performance,"Live, performing arts for audience",yes,yes
2020,I Stop Pain Acupuncture & Chinese Herb Center,Self-regulated health professional,yes,yes
2020,IBeautify,Personal care service,yes,yes
2020,Ice Patch Hollow Indoor Playground,Fitness establishment,yes,yes
2020,Iceworks,Restaurant with onsite dining,yes,yes
2020,Ideal Health & Wellness,Unregulated health professional,yes,yes
2020,Ignite Event Management,In-person trade shows and exhibitions,no,yes
2020,Ihab Barber Shop,Personal care service,yes,yes
2020,il Ferramenta,Restaurant with onsite dining,yes,no
2020,il Mercato,Restaurant with onsite dining,yes,yes
2020,il Porto Pizzeria & Pasta House,Restaurant with onsite dining,yes,yes
2020,Ilbunji Korean & Japanese Restaurant,Restaurant with onsite dining,yes,yes
2020,Illume Massage Therapy,Unregulated health professional,yes,yes
2020,Illusions Hair Salon,Personal care service,yes,yes
2020,Imagine Salon & Spa,Personal care service,yes,yes
2020,Impact Dance,"Live, performing arts for audience",yes,yes
2020,Impact Sound Production,"Live, performing arts for audience",yes,yes
2020,Impressions Unisex Hair Salon,Personal care service,yes,yes
2020,In Focus Optical,Self-regulated health professional,yes,yes
2020,In Motion Chiropractic Centre,Self-regulated health professional,yes,yes
2020,In Spring Fine Asian Fusion Cuisine,Restaurant with onsite dining,no,yes
2020,In the Raw,Restaurant with onsite dining,no,yes
2020,In Tune Massage Studio,Unregulated health professional,yes,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent gas retail,Independent gas retail,no,yes
2020,Independent Living Nova Scotia,Not for profit,yes,yes
2020,Indochine Banh Mi,Restaurant with onsite dining,yes,no
2020,Ingonish Caper Gas,Independent gas retail,no,yes
2020,Ink Storm and Radstorm,Not for profit,yes,yes
2020,Inkerbelle Tattoos,Personal care service,yes,yes
2020,Inn On The Lake,Restaurant with onsite dining,yes,yes
2020,Inn the Elms,Restaurant with onsite dining,yes,yes
2020,Innana Laser Clinic,Personal care service,yes,yes
2020,Inner Ocean Healing Centre,Self-regulated health professional,yes,yes
2020,Inner Strength Taekwondo Academy,Fitness establishment,yes,yes
2020,Inner Sun Yoga,Fitness establishment,yes,yes
2020,Innerspace Design Build,In-person trade shows and exhibitions,yes,yes
2020,Innovative Hearing Solutions Inc,Self-regulated health professional,yes,yes
2020,Innovative Planning,In-person trade shows and exhibitions,yes,yes
2020,In-person trade shows and exhibitions,In-person trade shows and exhibitions,yes,yes
2020,In-person trade shows and exhibitions,In-person trade shows and exhibitions,yes,yes
2020,In-person trade shows and exhibitions,In-person trade shows and exhibitions,yes,yes
2020,In-person trade shows and exhibitions,In-person trade shows and exhibitions,yes,yes
2020,In-person trade shows and exhibitions,In-person trade shows and exhibitions,no,yes
2020,In-person trade shows and exhibitions,In-person trade shows and exhibitions,no,yes
2020,In-person trade shows and exhibitions,In-person trade shows and exhibitions,yes,yes
2020,In-person trade shows and exhibitions,In-person trade shows and exhibitions,yes,yes
2020,In-person trade shows and exhibitions,In-person trade shows and exhibitions,yes,yes
2020,In-person trade shows and exhibitions,In-person trade shows and exhibitions,yes,yes
2020,In-person trade shows and exhibitions,In-person trade shows and exhibitions,yes,yes
2020,In-person trade shows and exhibitions,In-person trade shows and exhibitions,yes,yes
2020,In-person trade shows and exhibitions,In-person trade shows and exhibitions,yes,yes
2020,In-person trade shows and exhibitions,"Live, performing arts for audience",yes,yes
2020,In-person trade shows and exhibitions,"Live, performing arts for audience",yes,yes
2020,In-person trade shows and exhibitions,"Live, performing arts for audience",yes,yes
2020,In-person trade shows and exhibitions,"Live, performing arts for audience",yes,yes
2020,In-person trade shows and exhibitions,"Live, performing arts for audience",yes,yes
2020,In-person trade shows and exhibitions,"Live, performing arts for audience",yes,no
2020,In-person trade shows and exhibitions,"Live, performing arts for audience",yes,yes
2020,Insight Optometry,Self-regulated health professional,yes,yes
2020,Instyle Hair Design,Personal care service,yes,yes
2020,Insynco,Unregulated health professional,yes,yes
2020,Integrity Cheer Empire,Fitness establishment,yes,yes
2020,Integrity's Haven Recycling,Personal care service,no,yes
2020,Intentions Massage Therapy and Yoga,Self-regulated health professional,yes,yes
2020,Interlude Spa,Personal care service,no,yes
2020,Interlude Spa,Personal care service,no,yes
2020,"Interpersonal Insights Speaking, Counselling, Coaching",In-person trade shows and exhibitions,no,yes
2020,Into the Mystic Folklore,Small retail,no,yes
2020,Intrinsic Salon & Spa,Personal care service,yes,yes
2020,Inverary Resort,Restaurant with onsite dining,yes,yes
2020,Inverness Chiropractic,Self-regulated health professional,yes,yes
2020,Inverno's Esthetics,Personal care service,yes,no
2020,Irie Vibes Bar & Grill,Restaurant with onsite dining,yes,yes
2020,Irishtown Barber Shop,Personal care service,yes,yes
2020,Iron Mountain Wilderness Cabins,Drinking establishment,yes,yes
2020,Iron Salon,Personal care service,yes,yes
2020,IronMatrix,Fitness establishment,yes,yes
2020,Ironstone Strength,Fitness establishment,yes,yes
2020,Ironworks Distillery,Drinking establishment,no,yes
2020,Irving Oil & Gas,Independent gas retail,no,yes
2020,Irving Oil Gas Station,Independent gas retail,no,yes
2020,Island Chiropractic & Family Wellness,Self-regulated health professional,yes,yes
2020,Island Cresting Limited,Small retail,no,yes
2020,Island Eyecare,Self-regulated health professional,yes,yes
2020,Island Sunset Resort & Seaside Restaurant,Restaurant with onsite dining,no,yes
2020,Isle Madame iFit Centre,Fitness establishment,yes,yes
2020,It's a Ruff Life K9 Services,Small retail,no,yes
2020,Ivy Salon,Personal care service,yes,yes
2020,Izzy's Bagel Co,Restaurant with onsite dining,yes,yes
2020,Jacob's Lounge,Restaurant with onsite dining,yes,yes
2020,Jac's Burgers and Shakes,Restaurant with onsite dining,no,yes
2020,J'adore Nails Salon and Spa,Personal care service,yes,yes
2020,Jagger's Piercing Studio,Personal care service,yes,yes
2020,Jake's Pizza,Restaurant with onsite dining,yes,yes
2020,Jamaica Vibes Restaurant and Lounge,Restaurant with onsite dining,yes,yes
2020,Jamco. Entertainment Design,"Live, performing arts for audience",yes,yes
2020,Jameson Consulting Group,In-person trade shows and exhibitions,yes,yes
2020,Jamieson's Irish Pub,Drinking establishment,yes,yes
2020,Jane's Next Door,Restaurant with onsite dining,yes,yes
2020,Japan Camera & Photography,Small retail,no,yes
2020,JAS Osteopathics,Unregulated health professional,yes,yes
2020,JAS Salon,Personal care service,yes,yes
2020,Jaspr Massage Therapy,Self-regulated health professional,yes,yes
2020,Jay's Chicken and Ribs,Restaurant with onsite dining,yes,yes
2020,Jazz Lash,Personal care service,yes,yes
2020,JB's Steak and Seafood,Restaurant with onsite dining,yes,yes
2020,Jean's Chinese,Restaurant with onsite dining,yes,yes
2020,Jeddore Gas Bar,Independent gas retail,no,yes
2020,Jenan's Syrian Kitchen,Restaurant with onsite dining,yes,no
2020,Jennifer's Esthetics,Personal care service,no,yes
2020,Jenny's Nail Studio,Personal care service,yes,yes
2020,Jenny's Place,Restaurant with onsite dining,yes,yes
2020,Jessie's Cutting Remarks,Personal care service,no,yes
2020,Jessy's Pizza,Restaurant with onsite dining,yes,no
2020,Jia Yuan Foods,Restaurant with onsite dining,no,yes
2020,Jillian's House of Hair,Personal care service,no,yes
2020,Jimolly's Bakery Cafe,Restaurant with onsite dining,yes,yes
2020,Jim's Barbershop,Personal care service,yes,yes
2020,Jim's Taekwon Do,Fitness establishment,yes,yes
2020,Jinloong Restaurant,Restaurant with onsite dining,yes,yes
2020,JJ's Plant Based Eats,Restaurant with onsite dining,yes,yes
2020,Jo-Anne's Quick & Tasty,Restaurant with onsite dining,yes,yes
2020,Joe E Cheesy's Snack Shack,Restaurant with onsite dining,yes,yes
2020,Joe's Emporium,Restaurant with onsite dining,yes,yes
2020,Johnny K's Authentic Donairs,Restaurant with onsite dining,yes,yes
2020,John's Lunch,Restaurant with onsite dining,yes,yes
2020,Joint Effort Health,Self-regulated health professional,yes,yes
2020,Jones Gym,Fitness establishment,yes,yes
2020,Jonny's Cookhouse,Restaurant with onsite dining,yes,yes
2020,Joseph Howe Family Dentistry,Dental office,no,yes
2020,Josie's Place Eatery,Restaurant with onsite dining,yes,yes
2020,Jost Vineyards,Drinking establishment,no,yes
2020,Joyful Retirement Seminars,In-person trade shows and exhibitions,yes,yes
2020,Joyful Sounds Music Studio,"Live, performing arts for audience",no,yes
2020,Joyful Yoga Studio,Fitness establishment,yes,no
2020,Judy's Sewing Shop,Personal care service,no,yes
2020,Jukai Japanese & Thai,Restaurant with onsite dining,yes,yes
2020,Julep Kitchen & Cocktails,Restaurant with onsite dining,yes,yes
2020,Julie K Events,In-person trade shows and exhibitions,yes,yes
2020,Julien's Pastry Shop,Restaurant with onsite dining,yes,yes
2020,Jungle Jims,Restaurant with onsite dining,yes,no
2020,Jungle Jim's,Restaurant with onsite dining,yes,yes
2020,Jungle Jim's Eatery,Restaurant with onsite dining,yes,yes
2020,Junior Achievement of Nova Scotia,Charity,yes,yes
2020,Juniper Food + Wine,Restaurant with onsite dining,yes,yes
2020,Just Beachy Tanning Lounge,Personal care service,yes,yes
2020,Just Breathe Clothing & Shoes,Small retail,no,yes
2020,Just In Thyme Restaurant,Restaurant with onsite dining,yes,yes
2020,Just Quit Laser Therapy,Unregulated health professional,yes,yes
2020,Just Quit Laser Therapy/Symmetry Wellness Centre,Unregulated health professional,yes,yes
2020,JustReal Fitness,Fitness establishment,yes,yes
2020,JVK Physiotherapy,Self-regulated health professional,yes,yes
2020,K & L Casting,Self-regulated health professional,yes,no
2020,K-9 Orthotics & Prosthetics,Unregulated health professional,yes,no
2020,Kachan Physiotherpay Inc.,Self-regulated health professional,yes,yes
2020,Kaizen Consulting,Unregulated health professional,yes,yes
2020,Kajohn Thai Restaurant,Restaurant with onsite dining,yes,no
2020,Kam-Moon Restaurant,Restaurant with onsite dining,yes,yes
2020,Kanpai Izakaya,Restaurant with onsite dining,yes,yes
2020,Kao Restaurant,Restaurant with onsite dining,yes,yes
2020,Kara's Urban Day Spa,Personal care service,yes,yes
2020,Katch,Restaurant with onsite dining,yes,yes
2020,Katch Seafood,Restaurant with onsite dining,yes,yes
2020,Katch Seafood,Restaurant with onsite dining,no,yes
2020,Katch Seafood and The Fickle Frog Pub,Restaurant with onsite dining,yes,yes
2020,Kathy's Shoes,Small retail,no,yes
2020,Kaylas Pizza and Grill,Restaurant with onsite dining,yes,yes
2020,Kay's Kozy Korner,Restaurant with onsite dining,yes,yes
2020,KB Hair,Personal care service,yes,yes
2020,KBD,Personal care service,yes,yes
2020,Kee Heong Cantonese Bakery,Restaurant with onsite dining,yes,yes
2020,Keliza Healthy Living,Small retail,no,yes
2020,Kellocks Restaurant,Restaurant with onsite dining,yes,yes
2020,Kelly's Deli,Restaurant with onsite dining,yes,no
2020,Kell'z Kitchen,Restaurant with onsite dining,yes,yes
2020,Kentville Chiropractic,Self-regulated health professional,yes,no
2020,Kentville Dental Center,Dental office,no,yes
2020,Kentville Lions Club,"Live, performing arts for audience",no,yes
2020,Kentville Naturopathic,Unregulated health professional,yes,yes
2020,Kevin's Service Centre,Independent gas retail,no,yes
2020,KEY Physiotherapy & Rehabilitation Centre,Self-regulated health professional,yes,yes
2020,Keystone Health & Wellness,Self-regulated health professional,yes,yes
2020,Keystone Podiatry,Unregulated health professional,yes,no
2020,Keystone Podiatry Limited,Unregulated health professional,no,yes
2020,Killoran Holdings,Self-regulated health professional,yes,yes
2020,Kimberlea Aesthetics,Personal care service,yes,no
2020,Kin Crew Music,"Live, performing arts for audience",yes,yes
2020,Kind Kneads Incorporated,Unregulated health professional,yes,yes
2020,Kindred Spirits Hair Salon,Personal care service,yes,yes
2020,Kinesis Health Associates,Self-regulated health professional,yes,yes
2020,Kinetesis Spine & Joint Clinic,Self-regulated health professional,yes,yes
2020,Kin-Excel,Fitness establishment,yes,yes
2020,KinFix Health,Self-regulated health professional,yes,no
2020,King Bo Restaurant,Restaurant with onsite dining,yes,yes
2020,King Feng Restaurant,Restaurant with onsite dining,yes,yes
2020,King Fortune Restaurant,Restaurant with onsite dining,yes,yes
2020,King Lam Restaurant,Restaurant with onsite dining,yes,no
2020,King Street Beer Co.,Drinking establishment,yes,yes
2020,Kings Arms Commons Restaurant,Restaurant with onsite dining,yes,yes
2020,Kings Arms Pub,Restaurant with onsite dining,yes,yes
2020,King's Galley,Restaurant with onsite dining,yes,yes
2020,King's Krown,Personal care service,yes,no
2020,Kings Point to Point,Charity,yes,yes
2020,King's Theatre Society,Charity,yes,yes
2020,Kingsport Osteopathic Clinic,Self-regulated health professional,yes,yes
2020,Kingston Family Dentistry,Dental office,no,yes
2020,Kingswood Chiropractic Health Centre,Self-regulated health professional,yes,yes
2020,Kingswood Dentistry,Dental office,no,yes
2020,Kinship Performing Arts Centre,Not for profit,yes,no
2020,Kitchen 1409,Restaurant with onsite dining,yes,yes
2020,Kitchen Party Catering,Drinking establishment,yes,yes
2020,Kitsune Food Co.,Restaurant with onsite dining,yes,yes
2020,Kizuna Japanese Fine Cuisine,Restaurant with onsite dining,yes,yes
2020,KL Esthetics,Personal care service,yes,yes
2020,Knead to Stretch Therapeutic Care,Unregulated health professional,yes,yes
2020,Kooklas Aesthetics,Personal care service,yes,yes
2020,Kool T's,Small retail,no,yes
2020,KorBQ Korean Grill,Restaurant with onsite dining,yes,yes
2020,Korea Garden,Restaurant with onsite dining,yes,yes
2020,Korri's Hair Studio,Personal care service,yes,yes
2020,KO's,Restaurant with onsite dining,yes,yes
2020,Kosmetikos Salon & Spa,Personal care service,yes,yes
2020,Krave,Restaurant with onsite dining,yes,yes
2020,Kreative Knits,In-person trade shows and exhibitions,yes,yes
2020,Kreative Knits,Small retail,no,yes
2020,Kur Therapeutics,Unregulated health professional,yes,yes
2020,Kush's Quality Cuts Barbershop,Personal care service,yes,yes
2020,KYO By Way-2-Roll Kitchen & Bar,Restaurant with onsite dining,yes,yes
